hospital,average_billing
"And Bell Sharp, Meyer",37060.44
And Bell Sons,39956.31
"And Bell, Martin Johnson",22841.06
"And Bell, Richards Burton",47272.7
"And Beltran Lucas, Lee",21522.49
And Beltran Sons,19358.57
"And Beltran, Church Arroyo",21376.7
"And Bender Shaffer, Henry",16450.35
"And Bender, Christian Le",45300.59
"And Benitez, Martinez Fry",26723.41
"And Benjamin Jones, Allison",42030.4
"And Bennett Ferguson, Flores",27348.55
"And Bennett Holland Davis,",9447.01
"And Bennett Lee, Moody",36428.88
And Bennett Sons,28453.47
"And Bennett Walker Johnston,",25284.39
"And Bennett White, Patterson",25938.97
"And Bennett, Campbell Stewart",27397.16
"And Bennett, Davis Rice",20149.16
"And Bennett, Gardner Stone",17118.62
"And Benson Allen Moran,",17411.37
"And Benson Harper, Wallace",3924.35
"And Benson, Patton Conner",38906.98
"And Bentley Farmer, Richardson",2469.43
"And Bentley Hall Johnson,",157.38
And Bentley Sons,29416.64
And Benton Sons,24991.79
"And Benton Stewart, Moore",9542.67
"And Berg Molina Dennis,",45637.28
"And Berger Perry, Calhoun",31043.21
"And Berger Terry, Franklin",43999.98
"And Berger, Lopez Williams",18565.78
"And Berger, Ramsey Lopez",26552.09
"And Bernard Miller, Hampton",45934.37
"And Berry, Nguyen Hudson",38831.02
"And Bird Williams Williams,",15529.57
"And Bishop Ellison, Rivera",36616.17
"And Bishop, Cardenas Wong",30216.57
"And Bishop, Johnson Ali",24395.73
"And Black Harris Johnson,",10631.38
"And Black Hernandez, Nichols",8573.0
"And Black Ruiz Lee,",30477.53
"And Black, Heath Winters",1255.89
"And Black, Henson Rhodes",22480.97
"And Black, Lane Drake",18534.94
"And Black, Meza Leach",35092.01
"And Blackburn Huff, Rios",38860.56
"And Blackburn Nielsen, White",31034.07
And Blackwell Sons,12195.2
"And Blackwell Young, Thompson",20191.25
"And Blackwell, Moore Griffin",7729.06
"And Blair Rodriguez Wise,",7032.99
"And Blair, Bautista Cuevas",47508.82
"And Blair, Powell Kramer",8518.25
"And Blair, Smith Ellis",49856.82
"And Blair, Weiss Brooks",38195.71
"And Blake, Morris Clements",20159.5
"And Blake, Pham Daniel",36315.26
"And Blanchard Miller, Young",23653.12
"And Blanchard Walker, Barrett",9802.1
"And Blankenship Robbins Turner,",9729.33
"And Blevins Graham Wilkins,",15245.73
"And Blevins Reed, Mendoza",45802.56
"And Blevins, Perez Green",17484.13
"And Bond Lamb Ramos,",49208.42
"And Bond Pitts, Becker",24921.05
And Bond Sons,2656.45
"And Bonilla Ellis Alvarado,",24756.15
"And Booker Hall Gonzalez,",4507.81
"And Boone Hodges, Herring",19735.41
"And Boone Palmer Horne,",32836.63
And Boone Sons,39382.18
And Booth Sons,22843.97
"And Bowen Barnett, Mcdonald",47254.05
"And Bowen Mccormick, Johnson",4682.74
"And Bowen, Rhodes Little",42733.35
"And Bowers Harrison Mckay,",20031.07
"And Bowers Morrow Conrad,",33391.96
"And Bowman Ingram Oconnor,",10467.19
"And Bowman Pope Thomas,",36906.53
"And Bowman Yang, Caldwell",24918.82
"And Bowman, Brown White",45604.06
"And Bowman, Ward Meyer",13692.23
"And Boyd Johnson, Mathews",33657.12
"And Boyd Powell, Sims",49700.32
"And Boyd Reed Chavez,",28895.3
And Boyd Sons,6019.3
"And Boyd Weaver Diaz,",10537.31
"And Boyd West, Jones",39929.27
"And Boyd, Miller Berry",20878.11
"And Boyer Boone, Nelson",44697.1
"And Boyer Freeman Valdez,",28920.78
"And Boyer, Archer Lopez",3241.62
"And Boyle Boyer Lawrence,",14957.53
"And Bradford Becker Harvey,",39645.63
"And Bradley Bartlett Perry,",19958.79
"And Bradley Castaneda Anderson,",10571.17
"And Bradley Lewis, Green",3458.77
And Bradley Sons,40728.42
"And Bradley Stout, Ramirez",35972.84
"And Bradley Travis Mays,",27013.5
"And Bradley, Bean Coleman",30546.4
"And Bradley, Cruz Strong",30114.39
"And Bradshaw Miller, Hood",7819.99
"And Bradshaw, Herrera Cook",16732.23
"And Bradshaw, Rowe Edwards",30059.93
"And Branch Benson Jones,",24474.46
"And Branch Dawson, Ruiz",42322.02
And Branch Sons,30589.49
"And Branch, Vazquez Jackson",22289.28
"And Brandt Black, Wolfe",13148.04
"And Braun Clark, Jones",1892.58
And Braun Sons,33943.86
"And Braun, Jones Glenn",30419.85
"And Bray Callahan, Allen",44439.14
And Bray Sons,46792.52
"And Bray, Garcia Little",20808.4
"And Brennan Hammond Fisher,",18331.31
"And Brennan Rivera, Mckinney",24688.63
"And Brennan, Saunders Nichols",29110.65
"And Brewer Knight, Ortiz",33659.29
"And Brewer Reynolds, Herrera",42467.53
And Brewer Sons,34338.86
"And Brewer Thompson, Lloyd",5992.38
"And Brewer, Marshall Nelson",25853.06
And Briggs Sons,33946.4
"And Briggs, Banks Daniels",6055.94
"And Briggs, Rogers Murillo",14462.17
"And Brock Doyle Cisneros,",25026.29
"And Brock Lam Johnson,",17534.5
"And Brock Villarreal, Sanchez",39138.68
"And Brooks Miles, Rodgers",37562.99
"And Brooks Rodriguez, Howard",4141.99
"And Brooks, Petersen Stanley",10209.21
"And Brooks, Williams Morse",39488.5
"And Brown Ali, Barton",21439.99
"And Brown Anderson, Moyer",14343.35
"And Brown Avila Cruz,",37334.37
"And Brown Bennett Watson,",44396.42
"And Brown Blanchard Greer,",38116.71
"And Brown Burgess, Tran",20191.07
"And Brown Carlson, Mcintosh",38488.18
"And Brown Cobb Alvarez,",33182.7
"And Brown Cohen Jones,",18739.81
"And Brown Cook Rodriguez,",26279.51
"And Brown Davis, Singleton",4115.8
"And Brown Delgado Williams,",47268.07
"And Brown English, Sullivan",16635.41
"And Brown Fields Fisher,",9496.05
"And Brown Figueroa Tucker,",3447.37
"And Brown Fisher Blair,",23372.6
"And Brown Gross, Lewis",7654.4
"And Brown Harper Russo,",30008.27
"And Brown Horn Chambers,",7738.04
"And Brown Hughes, Avery",39341.56
"And Brown Johnson, Jimenez",23868.39
"And Brown Kidd Burch,",8946.73
"And Brown Larson Moyer,",3963.12
"And Brown Lawson, Gardner",9544.83
"And Brown Lee, Holloway",9893.37
"And Brown Martinez Johnson,",47660.95
"And Brown Moss Cannon,",2918.97
"And Brown Oneal, Shah",23067.67
"And Brown Owens, Clark",20910.82
"And Brown Patterson, Galvan",42695.57
"And Brown Pierce Knight,",10667.24
"And Brown Ray Walton,",12093.36
"And Brown Rodriguez Morales,",44430.67
"And Brown Schmidt, Ochoa",23271.26
"And Brown Sellers, Sparks",29332.8
"And Brown Short Nguyen,",3731.08
And Brown Sons,26273.27
"And Brown Vasquez Long,",26848.32
"And Brown Vazquez Smith,",28344.54
"And Brown Vincent, Osborn",21496.42
"And Brown Walsh Casey,",33940.98
"And Brown White, Howard",4506.62
"And Brown White, Jones",19065.06
"And Brown Wood Montgomery,",29778.14
"And Brown, Buckley Luna",40422.23
"And Brown, Clark Hernandez",45084.13
"And Brown, Escobar Smith",39328.24
"And Brown, Griffin Roberts",7585.65
"And Brown, Hines Ross",12720.97
"And Brown, James Green",35312.3
"And Brown, Johnson Miller",7627.26
"And Brown, Robinson Davis",9974.69
"And Brown, Ruiz Mitchell",43573.92
"And Brown, Sheppard Stewart",48789.82
"And Brown, Vazquez White",45700.81
"And Brown, Wood Andrews",27743.29
"And Browning Davis, Myers",46634.5
"And Browning Merritt, Gonzalez",8777.6
"And Browning Schwartz Brooks,",28172.9
"And Browning, Dawson George",42862.28
"And Bruce Williams, Miller",25721.63
"And Bryan Blackwell, Jackson",5480.57
"And Bryan Davis Vasquez,",15643.93
"And Bryan Wilson, Williams",40614.69
"And Bryant Burton, Perry",39027.01
"And Bryant Howard, Guerrero",29573.25
"And Bryant Sanders Fields,",23489.79
"And Bryant, Butler Webb",30162.12
"And Bryant, Smith Clark",20312.73
"And Buchanan Campbell Malone,",23456.71
"And Buchanan Moreno Pierce,",23201.14
"And Buchanan, Boyd Roberts",38645.41
"And Buck Stevenson, Garrett",26128.44
"And Buckley Davis, Robinson",24470.59
"And Buckley Fernandez Moore,",16621.15
"And Buckley, Brown Curry",10602.41
"And Buckley, Jones Gonzalez",46382.24
"And Bullock Costa Hubbard,",34071.18
"And Bullock Jefferson, Ponce",21308.19
"And Bullock, Cantu Wyatt",38224.89
"And Burch Parker, Garrett",44705.89
"And Burch White, Jackson",17689.76
"And Burgess Bell, Walker",27505.0
"And Burke Clark, Johnson",28478.45
"And Burke Mccoy Joyce,",4695.19
"And Burke Skinner Myers,",12099.79
And Burke Sons,45608.21
"And Burke Wright, Kennedy",5309.36
"And Burke, Ford Wright",41044.74
"And Burke, Fowler Hoffman",22240.22
And Burnett Sons,32405.47
"And Burnett, Medina Howard",26415.09
"And Burnett, Medina Townsend",10427.85
"And Burnett, Watson Jordan",13578.9
"And Burns Shields, Elliott",32791.45
"And Burns, Hernandez Edwards",3878.81
"And Burns, Moore Hopkins",45823.34
"And Burton Davenport Shepherd,",23688.84
"And Bush, Allen Mitchell",32169.85
"And Bush, Castillo Williamson",13839.81
"And Butler Cordova, Rodriguez",29048.61
"And Butler Morgan, Burke",20358.61
"And Butler Murray, Gonzales",23063.24
"And Butler Rios, Stark",37596.87
"And Butler Williams, Jennings",30862.28
"And Butler, Henderson Monroe",1497.93
"And Butler, King Morton",26395.44
"And Byrd Carroll, Washington",6459.62
"And Byrd Parsons, Chen",28150.13
"And Byrd, Henderson Jones",33641.05
"And Cabrera Day, Stephens",21820.43
"And Cabrera Kim Mills,",27144.45
"And Cabrera Williams, Delacruz",23656.05
"And Cain Wilcox Smith,",2171.07
"And Cain, Mendoza Gibson",4675.73
"And Cain, Phillips Kane",47358.84
"And Calderon Cooke Bullock,",47636.23
"And Calderon Swanson, Simon",14301.72
"And Calderon, Chavez Rodriguez",9140.79
"And Caldwell Baker Johnson,",49492.21
"And Caldwell, Thompson Saunders",17705.93
"And Calhoun Allen Roberts,",3468.72
"And Callahan Matthews, Mercado",42817.22
"And Camacho Moran, Pace",16453.53
"And Camacho Thomas Malone,",40367.63
"And Cameron Gross Rush,",18358.03
"And Cameron Martinez Moran,",24524.4
"And Cameron Salazar Poole,",27362.44
"And Campbell Barnes Burke,",14597.53
"And Campbell Brown, Jones",4186.7
"And Campbell Cook Wiggins,",47422.92
"And Campbell Foster, Wells",17653.4
"And Campbell Kelly, Cooley",15619.94
"And Campbell Peters, Ewing",7413.63
"And Campbell Scott, Hutchinson",42131.4
"And Campbell Sherman, Torres",4532.62
And Campbell Sons,23216.85
"And Campbell, Beard Andrews",43300.34
"And Campbell, Norris Stewart",16021.23
"And Campbell, Randolph Williams",41731.41
"And Campbell, Sellers Gutierrez",17449.81
"And Campbell, Smith Taylor",38868.26
"And Campbell, Wiley Cook",41454.68
"And Campos Grimes Taylor,",45908.8
"And Campos Peck Bernard,",22096.93
"And Campos, Crosby Zhang",19431.1
"And Campos, White Reed",17416.88
"And Cannon, Johnson Salazar",13347.3
"And Cantrell Miller, Taylor",24083.24
"And Cantu Jackson, Hunter",43116.45
"And Cantu Jones Williams,",40859.63
"And Cantu, Hunter Wang",34398.03
"And Cardenas George Gonzalez,",37413.85
"And Cardenas Miller, Fisher",48451.45
"And Cardenas Perry Browning,",20950.02
"And Carey Cox Oliver,",2811.38
"And Carey, Griffin Khan",35428.31
"And Carlson Miller, Johnson",8107.52
"And Carlson Rodriguez, Kennedy",35252.11
"And Carlson, Chaney Foster",48006.75
"And Carney Martinez, Johnson",37883.77
"And Carney, Sanchez Morrow",20764.49
"And Carpenter Campbell, Smith",22013.75
"And Carpenter Daniels Brown,",2755.38
"And Carpenter Jones Fisher,",7162.99
"And Carpenter Thomas Leblanc,",48268.96
"And Carpenter Vasquez Leach,",20481.09
"And Carpenter, Hernandez Chang",25500.71
"And Carr Fleming Edwards,",43909.37
"And Carr Mccarthy, Williams",43997.61
"And Carr Walker Stout,",16283.34
"And Carr, Mendoza Bradley",10639.21
"And Carrillo Carroll, Watson",24980.05
"And Carrillo Matthews, Rodriguez",4752.92
"And Carroll Campos, Johnson",35800.9
"And Carroll Hartman, Huang",12647.02
"And Carroll Mckinney Griffin,",47169.74
"And Carroll Miller, White",18629.42
"And Carroll Orr Kelly,",42434.78
And Carroll Sons,39846.43
"And Carroll, Cox Morales",37069.69
"And Carroll, Sullivan Evans",31823.62
"And Carter Alvarado Cordova,",33254.06
"And Carter Campos, Dixon",29897.83
"And Carter Collier, Martinez",20965.31
"And Carter Davenport Payne,",25655.42
"And Carter Gregory, Porter",46944.08
"And Carter Hughes, Hooper",17955.98
"And Carter Hunter, Thomas",36829.88
"And Carter Little Smith,",5690.18
"And Carter Nolan Bates,",20083.54
And Carter Sons,18103.44
"And Carter Werner, Mcknight",2866.71
"And Carter, Copeland Santos",38537.29
"And Carter, Mitchell Mendoza",46936.41
"And Case Mccann Davis,",8003.8
"And Case Osborn, Cook",34190.28
"And Case, Macdonald Houston",9585.77
"And Case, West Rodriguez",28182.12
And Casey Sons,43927.35
"And Castaneda Benson Knox,",37614.86
"And Castaneda Miller Mitchell,",2564.36
"And Castaneda Moon Cooper,",40201.09
"And Castaneda Romero Powell,",13940.66
"And Castaneda, Mccarty Patterson",16518.26
"And Castillo Bell Chavez,",48082.39
"And Castillo Chavez, Hayden",45636.33
"And Castillo Golden Hall,",38308.34
And Castillo Sons,20852.15
"And Castillo, Gibson Smith",36565.06
"And Castillo, Hale Hart",23670.35
"And Castillo, Mayer Reyes",36535.7
"And Castro Bowman Gonzalez,",43134.02
"And Castro Davis Carter,",49417.41
"And Castro Shannon, Estrada",23394.53
"And Castro, Jones Mendoza",6632.95
"And Cervantes Harper, Thomas",5494.16
"And Cervantes Woodward, Harris",19909.24
"And Cervantes, Ford Weiss",30817.89
"And Cervantes, Rodriguez Lynch",6163.66
"And Chambers Ball, Taylor",2331.92
"And Chambers, Lopez Sloan",25670.31
"And Chan, Thompson Walls",34929.4
"And Chandler Ramos Sweeney,",32791.27
"And Chandler, Conner Miller",26873.01
"And Chandler, Rice Leach",40507.88
"And Chandler, Smith Adkins",46848.98
"And Chaney, Krueger Arellano",28915.98
"And Chang Rollins Perry,",23275.58
"And Chang Serrano Quinn,",35844.59
"And Chang, Franklin Conway",14464.12
"And Chapman Farrell Wallace,",4726.17
"And Chapman Floyd Kelley,",27044.73
"And Chapman Lara Stewart,",1967.87
"And Chapman Payne, Werner",42500.59
"And Chase Mcknight, Campbell",22652.07
"And Chavez Everett, Howard",13107.41
"And Chavez Freeman, Smith",3466.05
"And Chavez Price, Porter",27323.82
"And Chavez Sanders, Gomez",35766.94
And Chavez Sons,12896.37
"And Chavez Villa Atkins,",48341.22
"And Chavez, Knight Fisher",20443.04
"And Chavez, Martinez Romero",45200.28
"And Chavez, Strickland Martin",23177.41
"And Chen Garrett, Hodges",3375.98
"And Chen Martinez Williams,",30232.25
And Chen Sons,22479.32
"And Chen, Wells Williams",41418.42
"And Cherry Matthews Garcia,",16230.27
"And Cherry Pham Kramer,",28136.94
"And Choi, Campbell Jackson",6347.75
"And Christensen Clark Johnson,",19915.22
"And Christian Adkins, Wall",30173.29
"And Christian Evans Schwartz,",25814.13
"And Christian Thompson Lewis,",17794.38
"And Chung Garza Rodriguez,",32726.12
"And Chung Lozano, Brown",47398.27
"And Chung, Lucas Lucas",13674.55
"And Church Anderson May,",29897.53
"And Cisneros Jackson, Kelly",6257.39
"And Cisneros Wilson Patton,",29761.79
"And Clark Dunn Sanders,",37104.1
"And Clark Gray Carroll,",21794.56
"And Clark Johnson, Matthews",30108.06
"And Clark Maddox Hamilton,",15586.75
"And Clark Moreno, Nolan",27128.44
"And Clark Murray Watson,",47517.97
"And Clark Preston, Mcdonald",11213.59
"And Clark Rivera, Morgan",7105.16
"And Clark Ruiz Kent,",9879.93
"And Clark Simmons, Ford",493.84
"And Clark Watts, Sanchez",12599.89
"And Clark, Carter Rodriguez",43758.06
"And Clark, Curry Sweeney",24726.04
"And Clark, Frazier Gonzalez",36413.43
"And Clark, Mercado Stark",9661.97
"And Clark, Silva Patterson",45666.52
"And Clark, Sweeney Watkins",4123.16
"And Clay, Martinez Thompson",42845.21
"And Clay, Morton Cunningham",5588.99
"And Clay, Rios Sims",6755.68
"And Clayton Walker, Hamilton",22944.75
"And Cline Willis, Berry",47416.63
"And Cobb, Farmer Hernandez",22624.59
"And Cobb, Russell Jenkins",2471.94
"And Cochran Crawford, Best",32331.12
And Coffey Sons,8951.53
"And Cohen Fisher, Adams",41494.7
"And Cohen Jones, Barnes",39440.76
"And Cohen Nelson, Davidson",30322.53
"And Cole Fields, Brennan",47655.04
"And Cole Green Moore,",21721.97
"And Cole Montoya Miller,",18324.58
"And Cole Simmons Sanders,",37166.65
And Cole Sons,25016.1
"And Coleman Ballard, Taylor",13274.98
"And Coleman Elliott Gonzalez,",10304.02
"And Coleman Garrett Johnson,",34107.78
"And Coleman Jones Thomas,",42692.75
"And Coleman Lee, Rivera",28306.41
"And Coleman Pace West,",33656.0
And Coleman Sons,16902.9
"And Coleman, Guerrero Nguyen",5400.0
"And Coleman, Perry Owen",6333.12
"And Coleman, Ray Ortega",41382.64
"And Collins Mcdaniel Morgan,",37874.62
"And Collins Raymond Rivera,",32223.11
"And Collins Smith Mason,",25998.13
"And Collins Stout Carr,",44437.05
"And Collins, Avery Watson",12571.34
"And Colon Blair Mitchell,",41445.22
"And Colon, Hamilton Hall",45975.06
"And Combs Potter Cooper,",7609.14
"And Compton Macdonald, Duran",14825.28
"And Compton Stein Rose,",22437.08
And Conley Sons,36555.47
"And Conley, Greene Grant",5851.53
"And Conley, Shields Suarez",25941.64
"And Conner Burke Gibson,",38756.88
"And Conner Shah Ponce,",20794.98
And Conner Sons,36819.47
"And Conner, Zimmerman Collins",2334.66
"And Conrad Boyd, Burnett",45157.47
"And Conrad Ponce Washington,",31057.96
"And Conrad, Charles Lowery",5409.23
"And Contreras Lewis, Flores",27898.61
"And Contreras Miller Webster,",10107.3
"And Contreras Santiago Fowler,",44188.43
"And Contreras, Harvey Jimenez",6756.57
"And Conway Cruz, Hayes",34734.61
"And Conway George, Huff",7235.19
"And Cook Andrews, Jordan",36852.55
"And Cook Brown Gilmore,",21565.57
"And Cook Case Kim,",9116.38
"And Cook Medina Perkins,",44521.97
"And Cook Riley, Thomas",23976.07
And Cook Sons,15735.75
"And Cook Thomas Parker,",33391.62
"And Cook Walsh Willis,",37016.1
"And Cook, Elliott Phillips",8921.87
"And Cooper Coleman, Hall",18718.78
"And Cooper Diaz Perez,",47170.86
"And Cooper Dunn Moore,",5242.38
"And Cooper Hunt, White",29447.82
"And Cooper Johnson, Johnston",28449.61
"And Cooper Merritt Fletcher,",37268.84
"And Cooper Miller Brooks,",48625.05
"And Cooper Miller, Moreno",44802.81
"And Cooper Potter, Landry",6649.0
And Cooper Sons,29180.98
"And Cooper Soto Mccullough,",6364.48
"And Cooper, Flores Barnett",35097.3
"And Copeland Conway Decker,",12193.92
"And Copeland Obrien, Pierce",22196.88
"And Copeland Peterson, Cooper",16320.07
"And Copeland Webster, Thomas",26764.4
"And Copeland, Riley Henderson",10915.4
"And Cordova Klein, Spence",32972.91
"And Cordova Rollins Schmidt,",14714.96
And Cordova Sons,20361.87
"And Cortez Armstrong, Diaz",8899.06
"And Cortez Hayes Wallace,",23873.38
And Cortez Sons,18532.37
"And Cortez Williams, Nguyen",9837.91
"And Cox Ibarra Perry,",32827.62
"And Cox Lynch, Mcconnell",8832.19
"And Cox Martin Clark,",23449.81
"And Cox, Lawrence Grimes",19749.87
"And Cox, Ortiz Savage",38597.8
"And Cox, Ward Valencia",33574.83
"And Cox, Yoder Santos",5226.35
"And Craig Carlson Gomez,",25383.43
"And Craig Smith, Jackson",35346.06
And Craig Sons,39461.29
"And Craig, Cook Dorsey",9071.64
"And Craig, Jones Gomez",41480.33
"And Craig, Moyer Baker",37601.47
"And Craig, Wallace Espinoza",33960.04
And Crane Sons,20218.91
"And Crawford Frazier, Taylor",46620.35
"And Crawford Garcia, Acevedo",22105.67
"And Crawford Morales White,",7552.54
And Crawford Sons,14014.7
"And Crawford, Campbell Welch",27559.15
"And Crawford, Davis Riggs",36014.09
"And Crawford, Morgan Ryan",13300.18
"And Crosby Carrillo Johnson,",37107.42
"And Cross Abbott Dixon,",43060.39
"And Cross Roberts Clay,",23312.25
And Cross Sons,10149.03
"And Cross, Horne Medina",36556.67
"And Cross, Thomas Allen",30935.46
"And Cruz Holt, Smith",45183.71
"And Cruz Malone, Wood",10825.07
"And Cruz Robinson Jones,",23962.83
"And Cruz Robinson, Kelley",4147.27
"And Cruz, Thompson Martinez",21265.31
"And Cruz, Turner Johnson",33725.37
"And Cuevas Johnson, Jackson",4459.3
"And Cummings Clark Levine,",8375.46
"And Cummings Hill Morris,",19527.08
"And Cummings Rowe, Mathews",35819.24
"And Cummings Thompson Weiss,",33108.0
"And Cummings, Davis Pierce",3497.8
"And Cunningham Bailey, Ramirez",18618.96
"And Cunningham Boyd Torres,",30616.46
"And Cunningham Fisher, Montgomery",4566.95
"And Cunningham Martinez, Jones",28480.33
"And Cunningham Norris, Adams",30347.87
"And Cunningham Paul, Rodriguez",38422.62
"And Cunningham, Miller Yates",42739.84
"And Curry Reeves Martinez,",21486.17
And Curry Sons,34031.04
"And Curtis Jones, Skinner",38759.53
"And Curtis Miranda, Edwards",24340.76
"And Curtis, Robles Adkins",47716.65
"And Dalton Mueller, Lopez",21256.53
"And Dalton Ramirez, Moore",2852.1
"And Dalton, Cooper Grant",38846.84
"And Dalton, Martin Molina",3130.53
"And Daniel Bryan Brown,",4250.2
"And Daniel Jackson Burgess,",11638.96
"And Daniels, Gray Bailey",4750.91
"And Daugherty Nelson, Vasquez",37461.11
"And Davenport Davis Hobbs,",36890.27
"And Davenport Richard Duncan,",46738.18
"And Davenport Riley, Edwards",21887.16
"And Davenport, Olsen Flores",38445.83
